p.project_no,项目名称,项目类型,pe.work_model,所属组织,o.org_code
81242,阜阳市城市资产投资经营有限责任公司文印中心停车场设计施工一体化项目,0,NULL,一公司安徽分公司,00010100004300080184
817241,庐江县新二中项目工程施工-劳务,NULL,NULL,一公司安徽分公司,00010100004300080184
112050,安徽合肥滨湖景城东区三期缓建工程,0,4,一公司安徽分公司,00010100004300080184
1102038,安徽分测试,0,5,一公司安徽分公司,00010100004300080184
90484,合肥苏宁广场施工总承包工程,0,5,一公司安徽分公司,00010100004300080184
1077861,长三角（合肥）镁业数智化制造基地配套基础设施工程一期,0,5,一公司安徽分公司,00010100004300080184
1061302,合肥北城建投长丰县城市更新项目龙湖苑安置小区工程项目-1,0,5,一公司安徽分公司,00010100004300080184
1001913,六安农村商业银行股份有限公司营业综合办公楼建设项目,0,4,一公司安徽分公司,00010100004300080184
1001461,黄麓镇清华苑安置点,0,4,一公司安徽分公司,00010100004300080184
105353,亳州谯城万达广场项目工程（A1地块）,0,5,一公司安徽分公司,00010100004300080184
97653,安徽合肥撮镇镇瑶河家园安置小区项目二期,0,4,一公司安徽分公司,00010100004300080184
83880,合肥北城万达广场项目,0,4,一公司安徽分公司,00010100004300080184
65163,宿州市港利锦绣江南东城安置小区项目,0,NULL,一公司安徽分公司,00010100004300080184
64971,亳州市城南地表水厂一标段（厂区建设）项目,0,11,一公司安徽分公司,00010100004300080184
823830,合肥滨湖BH2019项目03地块二标段土建及水电安装工程,NULL,NULL,一公司安徽分公司,00010100004300080184
816560,合肥京商商贸城F、I地块工程项目-劳务,NULL,NULL,一公司安徽分公司,00010100004300080184
1071531,健康智能家居及金属配件制造项目,0,5,一公司安徽分公司,00010100004300080184
1032211,淮南高新区新能源专用车智能制造产业基地项目施工,0,5,一公司安徽分公司,00010100004300080184
94985,巢湖市栖凤山庄（黛岚苑）安置点工程施工项目,0,4,一公司安徽分公司,00010100004300080184
83000,龙周安置点二期施工,0,NULL,一公司安徽分公司,00010100004300080184
1091920,淮南市高新区配租型保障性住房项目、淮南市高新区人才公寓及科技信息产业园A1、A2 车间提升改造工程施工项目,0,5,一公司安徽分公司,00010100004300080184
1077810,安徽大学史河校区新江园学生宿舍施工项目,0,5,一公司安徽分公司,00010100004300080184
101169,宿州市埇桥区新冠肺炎医学医疗集中隔离点建设工程项目,0,4,一公司安徽分公司,00010100004300080184
96081,保利阜阳2018-8项目一期一标段 土建及水电安装工程,0,4,一公司安徽分公司,00010100004300080184
90022,合肥高新区2018年第三批学校建设工程施工,0,5,一公司安徽分公司,00010100004300080184
74146,美丽景湾复建点B地块施工,0,5,一公司安徽分公司,00010100004300080184
998620,合肥市地矿家园初中一期项目工程施工,0,4,一公司安徽分公司,00010100004300080184
991460,安徽合肥巢湖龙周一期安置点项目,0,5,一公司安徽分公司,00010100004300080184
825945,合肥市第八人民医院门急诊诊综合楼施工,0,NULL,一公司安徽分公司,00010100004300080184
1068991,三山经济开发区智能网联汽车垂直配套零部件产业园项目EPC工程总承包,0,5,一公司安徽分公司,00010100004300080184
1043205,亳州万达商业综合项目,0,4,一公司安徽分公司,00010100004300080184
992707,合肥循环经济示范园智能产业标准化厂房一期项目（4号仓库及道路）,0,4,一公司安徽分公司,00010100004300080184
101520,淮南双桥镇人民政府寿县双桥安置点,0,5,一公司安徽分公司,00010100004300080184
82536,庐江县新二中项目工程施工,0,NULL,一公司安徽分公司,00010100004300080184
81793,砀山青山郡王府项目（三期）,0,4,一公司安徽分公司,00010100004300080184
1070530,中建一局华南区域公司总部（云筑办公专区EPC）,0,5,一局华南公司华南区域公司各下属项目,00010100004300250100
1078518,中山市东区街道2025年城镇老旧小区改造项目--,0,4,一局华南公司华南区域公司各下属项目,00010100004300250100
1837,(2101190004)西门子天津Ⅵ.2扩建,0,NULL,一局国际工程公司第二大项目部,0001010000430003002500010003
6859,西门子研发中心,0,NULL,一局国际工程公司第二大项目部,0001010000430003002500010003
19511,(2101190006)鄂温克马产业园及公务员小区,0,NULL,一局国际工程公司第二大项目部,0001010000430003002500010003
1835,(2101190005)苏州西门子电器有限公司4期厂房,0,NULL,一局国际工程公司第二大项目部,0001010000430003002500010003
1059114,鹊山龙湖A-4地块施工总承包,0,4,五公司山东分公司,0001010000430005999d
1051166,鹊山龙湖A-4地块,0,5,五公司山东分公司,0001010000430005999d
55401,琼海官塘·悦泉庄温泉小区一期,0,NULL,五公司山东分公司,0001010000430005999d
26515,莒南生物热电综合利用项目（一期）,0,0,五公司山东分公司,0001010000430005999d
94896,武汉金辰盈创置业有限公司P（2018）164号地块项目,0,4,五公司山东分公司,0001010000430005999d
96713,中国供销·滨州农产品电商物流园项目,0,4,五公司山东分公司,0001010000430005999d
82975,章丘区黄河镇新型城镇化项目中心社区一期项目A地块,0,2,五公司山东分公司,0001010000430005999d
18097,海口吾悦广场二期土建安装工程,0,NULL,五公司山东分公司,0001010000430005999d
1086114,微山县傅村街道三河口片区（后寨）居民避险搬迁项目施工,0,5,五公司山东分公司,0001010000430005999d
996060,西海岸低碳智能汽车产业园项目,0,5,五公司山东分公司,0001010000430005999d
105011,惠众·玉龙湖畔（三期）工程,0,5,五公司山东分公司,0001010000430005999d
95931,锦钰佳苑·太阳城C地块工程项目,0,5,五公司山东分公司,0001010000430005999d
28219,"琼海 · 官塘 水院 （B-05,B-08  号地块）",0,NULL,五公司山东分公司,0001010000430005999d
5857,（11010500601）青岛蓝色生物医药产业园配套商住项目,0,5,五公司山东分公司,0001010000430005999d
1068332,高质量发展先行区棚改项目（二标段）,0,4,五公司山东分公司,0001010000430005999d
77721,通用·未来城二期5#～6#商住楼、 7#、8#、18#、19#楼住宅楼及二期车库工程,0,NULL,五公司山东分公司,0001010000430005999d
8639,青岛蓝色生物医药产业园配套商住项目4#地块一、二期及S-10#楼工程,0,NULL,五公司山东分公司,0001010000430005999d
97753,日照锦钰佳苑·太阳城C地块工程项目,0,5,五公司山东分公司,0001010000430005999d
55762,锦钰佳苑·太阳城B地块工程项目,0,NULL,五公司山东分公司,0001010000430005999d
80941,滨城区棚户区改造凤湖景城、凤湖新城项目,0,NULL,五公司山东分公司,0001010000430005999d
6974,（2105080096）武汉新城璟悦城总承包一期,0,NULL,五公司山东分公司,0001010000430005999d
2977,（11010500631）铁路青岛北客站安置区A地块商品房及商服项目一期、二期,0,NULL,五公司山东分公司,0001010000430005999d
1085052,创新创业孵化产业园（二期）一地块（工程总承包）,0,5,五公司山东分公司,0001010000430005999d
1006119,东营农高区青年创新园项目,0,5,五公司山东分公司,0001010000430005999d
104998,滨州市滨城区梁才街道办事处第八小学（实验小学）第一教学楼、第二教学楼（幼儿园）建设项目,0,4,五公司山东分公司,0001010000430005999d
98531,长安路片区改造项目（工程总承包）,0,2,五公司山东分公司,0001010000430005999d
17253,（1101050051）烟台通盛置业有限公司通用未来城项目,0,4,五公司山东分公司,0001010000430005999d
1032007,文奎佳园项目,0,4,五公司山东分公司,0001010000430005999d
1017286,夏镇街道运河片区安置房建设项目（一期）,0,NULL,五公司山东分公司,0001010000430005999d
1004043,济南绿色循环经济产业园电化学专属园区一期污水处理厂、综合楼、仓库及管网道路工程项目,0,5,五公司山东分公司,0001010000430005999d
25396,章丘市黄河镇新型城镇化北房社区项目,0,NULL,五公司山东分公司,0001010000430005999d
28267,海南信息安全基地一期,0,NULL,五公司山东分公司,0001010000430005999d
2971,（2105080079）海口吾悦广场一期土建安装施工合同（二标段）,0,NULL,五公司山东分公司,0001010000430005999d
1019270,突发公共卫生救治中心隔离点建设项目,0,5,五公司山东分公司,0001010000430005999d
1005803,智慧海洋总部基地区域销售结算及产业转化中心,0,2,五公司山东分公司,0001010000430005999d
81650,北辰·孔雀洲项目,0,2,五公司山东分公司,0001010000430005999d
1049965,创投·颐和澜庭项目（一期）,0,4,五公司山东分公司,0001010000430005999d
1047964,玺悦东岸项目管网、门窗、外立面工程项目,0,4,五公司山东分公司,0001010000430005999d
1085179,龙口食用菌零碳产业园项目工程总承包项目,0,5,五公司山东分公司,0001010000430005999d
1061020,济南综保区航材产业基础设施施工总承包,0,4,五公司山东分公司,0001010000430005999d
1018503,京博·尚苑项目总承包工程,0,5,五公司山东分公司,0001010000430005999d
81410,涛雒风情小镇（一期）项目,0,2,五公司山东分公司,0001010000430005999d
28272,四川百途医药有限公司医药及新材料产业化项目,0,NULL,五公司山东分公司,0001010000430005999d
28247,1409工程营特建项目,0,NULL,五公司山东分公司,0001010000430005999d
1016492,汶上县城镇老旧小区改造项目,0,5,五公司山东分公司,0001010000430005999d
995126,济南高新区公共卫生临床中心项目工程总承包(EPC),0,2,五公司山东分公司,0001010000430005999d
7985,滨州市瑞府居住区二期,0,NULL,五公司山东分公司,0001010000430005999d
2974,（1101050072）中青文化创意信息产业园配套住宅小区建设工程,0,NULL,五公司山东分公司,0001010000430005999d
1058696,华安（山东）人工智能科技产业园项目,0,4,五公司山东分公司,0001010000430005999d
1047962,潍坊市奎文区新建潍州湖小学分校（宏伟学校）一期项目工程总承包（EPC）,0,4,五公司山东分公司,0001010000430005999d
994346,山钢康宏熙悦府项目,0,5,五公司山东分公司,0001010000430005999d
112005,平度市李园街道里半庄片区改造项目,0,4,五公司山东分公司,0001010000430005999d
30805,青岛蓝色生物医药产业园配套商住项目4#地块三期四期,0,4,五公司山东分公司,0001010000430005999d
26377,即墨商都片区一期（站前枢纽区）北安置区项目C地块,0,4,五公司山东分公司,0001010000430005999d
991183,玉龙湖畔三期,0,5,五公司山东分公司,0001010000430005999d
91454,康大江山樾项目,0,4,五公司山东分公司,0001010000430005999d
1031513,数据科创中心地块A、地块B建设工程项目,0,2,五公司山东分公司,0001010000430005999d
108456,济南绿色循环经济产业园表面处理集控区厂房建设项目,0,5,五公司山东分公司,0001010000430005999d
102792,通用·未来城项目9#、10#、11#、12#、13#、14#、15#、16#、17#住宅及地库工程,0,4,五公司山东分公司,0001010000430005999d
825514,宜城市滨汉小区及周边市政道路建设项目设计施工总承包,0,4,五公司安徽分公司自然项目部,0001010000430005999s999d
