p.project_no,项目名称,项目类型,pe.work_model,所属组织,o.org_code
1051939,平谷区兴谷城市公园建设工程,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1043319,山东中烟雪茄烟研发实验室装修改造,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1023459,平谷区兴谷新消费综合体项目土护降工程,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1061110,西北旺镇冷泉村住宅腾退项目拆除工程（第一包）,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1015516,任城区 Rrx_21006 钢材市场 A 地块商 住项目和中垠·铂悦府幼儿园项目一标段总承包施工,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1015080,宁阳县第一小学改扩建项目,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
994095,漳河新区2015年市政道路项目（一期）工程-罗汉山隧道工程,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
97338,科创大厦项目土建及水电安装工程,0,4,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
89654,济宁市任城区液压件厂片区棚户区改造PPP项目,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1042834,南北康片区南康初中项目工程总承包（EPC）项目,0,5,中建一局集团总承包建设有限公司山东分公司,000101000043003999cg
1094855,嘉兴商用航空发动机涡轮叶片EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1054846,杭州瓶窑二中装饰装修及室外附属工程,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1049388,无锡京杭大运河东侧(金城大桥-蓉湖大桥)提升改造EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1021400,杭州启明医疗产业园,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1005222,合肥泰康之家徽园一期机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
107073,嘉兴市嘉善县健康护理中心,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
111838,南京华夏幸福大校场项目G地块,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
27220,无锡中关村软件园太湖分园二期,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1064869,无锡吉祥里商业街区提升改造,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
997918,常州市新北区住宅EPC项目,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
81662,无锡华发中南装饰城地块住宅,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1071861,嘉兴新塍大道跨杭州塘桥梁工程EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1064828,芜湖无为火山引擎长三角算力中心9-2机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1061508,张家港港城智能智造大数据产业园1#数据中心机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1050810,杭州零磁科学谷启动区块－浦乐实业西侧地块,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1030801,杭州白马湖实验室总部基地,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1008098,宁波东部新城核心区E-1、E-9-a地块项目综合机电工程,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
107453,浦东新区曹路区级征收安置房12-06地块项目,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
7386,泰康松江养老社区08地块体验馆,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2377,(2104050014)无锡市原河埒中学拆迁安置房工程（BT）,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1081153,南京江宁区科学园污水处理厂五期,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1031922,平湖市明湖科创产城之窗,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1008682,嘉兴嘉善荷池社区项目北区地块,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1001867,嘉兴长三角氢能创新中心,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
996809,嘉兴港区滨海中央广场项目二期,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
995545,上海商汤科技新一代人工智能计算和赋能平台机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
993317,南通江海阿里云计算数据中心,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
111684,杭州仁和阿里云计算数据中心二期,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
96552,徐州万科铜山路项目A地块商业机电,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
63866,上海浦东新区安置房11-01地块,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
12379,合肥联想研发基地工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1344,(2104050015)英特宜家无锡购物中心机电项目,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1096740,绍兴熙泰科技研发生产基地研发中心EPC,1,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1096400,南京宝之云梅山基地智算中心机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1084776,杭州中船产业化一期B区,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1054044,安徽警官职业学院新校区一期EPC,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1030337,上海浦东新区安置房三期05-01地块,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1019937,嘉兴秦山同位素产业园标准厂房一期,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1015880,苏州太仓斯凯奇物流中心二期,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1011075,无锡滨湖区大箕山家园老旧小区改造EPC,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
62592,合肥邮件处理车间,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
6360,南京海峡城D地块一期工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2388,无锡中关村软件园住宅,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1094330,无锡氢能源产业园建设EPC,1,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1073898,杭州阿里巴巴临平C楼C机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1072082,无锡宏光光电子制造产业,1,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1018793,浦东新区曹路区级征收安置房08-01地块项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1003919,杭州阿里钉钉总部项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
110773,杭州菜鸟西湖云谷产业园项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
100684,南京腾讯华东云计算基地项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
27551,江苏镇江力信锂电池研发及产业化工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
20453,苏州泰康之家31703地块,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1051493,上海万科乔高三期机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1025234,嘉兴秀湖新城观音桥安置房EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1005502,沛县中医院迁院建设新建项目(一期),0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1004150,嘉善县区域急诊医学中心,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
993115,南通金属园阿里云计算数据中心项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
92054,合肥邮件处理中心后续建设项目,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
18519,徐州云龙湖悦府三期总承包工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2430,(2104050010)无锡恒隆广场,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1031064,上海声通智慧产业园项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1004692,苏州浒关中建璟苑住宅项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
108029,上海万科南站商务城三期机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
12373,英特宜家无锡购物中心市政,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1096295,嘉兴空港大道高架EPC,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1072089,嘉兴海盐县城乡污水处理厂二期工程,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1062061,杭州阿里巴巴临平ECC楼机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1029005,上海泰康之家静安府项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1012720,杭州滨江科技创新综合体项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1002339,常州市新北区住宅EPC（发展）,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
999845,嘉兴市嘉善善东苑公寓房项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
104305,无锡欧谱纳轻型燃气机制造,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
51756,无锡河埒金融商务港,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
34259,上海泰康申园一期改造,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
10383,泰康松江养老社区08地块,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
4299,(2104120006)南京海峡城E地块住宅工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1101670,合肥南湖29号,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1099980,芜湖珑腾智算互联网产业园D08机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1094332,无锡民航科创中心EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1057250,上海优刻得云基地二期机电,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1019123,嘉兴善城中心,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
995563,绍兴钱清B地块商业机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
81973,上海浦东新区安置房10-11地块,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2435,(2104050012)无锡中关村软件园,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1102230,湖州镜辰创新中心与产业化平台,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1045096,无锡连云港智能制造产业基地（EPC）,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1018802,曹路区级征收安置房06-01地块项目,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
109855,上海点维通信总部和数据中心项目,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
92866,徐州万科翡翠之光商业综合机电工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
81026,苏州龙湖天街五期机电总包,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2426,(2104050011)无锡市地铁控制中心基坑工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1055630,上海金山阿里云CDEF楼机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1055141,芜湖火山引擎长三角算力中心B期,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1013733,苏州泰康之家吴园三期,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1004480,上海万科安亭新镇项目能源站改造机电（一期）,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
79149,上海万科莘闵项目综合机电工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
999895,无锡滨湖区2021年宜居住区(旧住宅区)整治改造,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
998879,浦东新区曹路区级征收安置房17-02地块项目,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1102754,绍兴芯联芯片制造项目（一阶段）,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1068127,合肥徽商银行生产数据中心一期机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1061792,芜湖火山引擎长三角算力中心项目A期机电,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1028600,无锡梁溪科技城EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
102825,芜湖三只松鼠研发运营中心,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
106616,嘉兴综合保税区物流仓储,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
65050,南京燕子矶G29B地块项目,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2383,(2104050007)无锡市综合交通枢纽,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
2391,(2104120003)镇江新生村项目一期,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1081785,合肥联想研发基地建设项目二期,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1069251,张家港港城智能智造大数据产业园3#数据中心机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1054316,嘉善县蓉溪净水厂及配套道路,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1009680,嘉兴秀洲高新区职工之家,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
997705,淮安第三园区新建厂房,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
992648,文星公寓扩建项目施工总承包工程（二标段）,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
95841,嘉兴市文化艺术中心,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
20294,上海古北SOHO机电工程,0,NULL,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1084824,无锡集成电路与微系统先进制造,0,11,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1084717,芜湖无为火山引擎长三角算力中心9-4机电,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1072085,杭州临江开发区污水处理厂,0,4,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1043471,嘉兴长三角氢能创新中心三期,0,5,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1030791,无锡广益XDG-2022-80号地块项目EPC,0,2,中建一局集团建设发展有限公司华东分公司,00010100004300040008
1008337,加纳-加纳交通系统改善项目- 1号公路（塔塔莱至延迪）,0,NULL,中国建筑一局（集团）有限公司,000101000043
1007849,塞尔维亚-塞尔维亚中国文化中心四至六层安装工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004939,印度尼西亚-巴厘岛展览中心项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004257,马其顿-施工项目新增-20211130-q-2,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004250,肯尼亚-中建人防工事项目-变更,0,NULL,中国建筑一局（集团）有限公司,000101000043
1000934,OV1,0,NULL,中国建筑一局（集团）有限公司,000101000043
997390,菲律宾-菲律宾碧瑶山景酒店-发展授权,0,NULL,中国建筑一局（集团）有限公司,000101000043
994271,海地-0308施工项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
823316,科创大厦-劳务,NULL,NULL,中国建筑一局（集团）有限公司,000101000043
991326,印度尼西亚-BMT智能制造中心建设项目一期总承包工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1079064,京东方运营与研发中心工程,0,5,中国建筑一局（集团）有限公司,000101000043
1060016,华南分局办公室装修工程项目,0,11,中国建筑一局（集团）有限公司,000101000043
1017384,印度-新能源科技有限公司印度电子厂房项目-封存,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008340,俄罗斯联邦-中石油公寓装修项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004463,赤道几内亚-赤道几内亚欧亚拉六个部委楼项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
993534,俄罗斯联邦-俄罗斯阿穆尔天然气化工(АGCC)项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1103333,广西电网公司2026年第一批行政办公专业非生产场所技改修理项目,0,5,中国建筑一局（集团）有限公司,000101000043
1027438,印度尼西亚-海亮印尼年产10万吨高性能电解铜箔项目-土建一期工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1005603,马尔维纳斯群岛-东北黑土扩建项目信息-20211108,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004179,安圭拉-呼伦贝尔项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
991063,俄罗斯联邦-圣彼得堡涅瓦中心项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
110997,菲律宾-菲律宾达沃86套安居项目工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
96770,丰台路口东里小区、西四环南路52号院智慧社区建设项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1017383,印度-新能源科技有限公司印度电子厂房项目-封存,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008272,重复项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004948,德国-中汽中心实验室改造项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004176,海地-全额问问去额我,0,NULL,中国建筑一局（集团）有限公司,000101000043
1002061,中建一局总部大楼装修项目,0,4,中国建筑一局（集团）有限公司,000101000043
1018008,塞尔维亚-塞尔维亚洛兹尼察2X133兆瓦联合循环热电联产厂,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004952,俄罗斯联邦-中华人民共和国驻俄罗斯联邦大使馆健身房建设安装工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004693,菲律宾-菲律宾马尼拉居文公寓,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004251,肯尼亚-测试项目20211130-q,0,NULL,中国建筑一局（集团）有限公司,000101000043
16877,2015年沈阳地区保温材料联合集中采购项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
14956,天津区域联合集中采购项目,1,NULL,中国建筑一局（集团）有限公司,000101000043
1005817,塞浦路斯-测试项目2022010602,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004255,墨西哥-测试项目20211130-q2,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004200,希腊-施工项目新增-20211129,0,NULL,中国建筑一局（集团）有限公司,000101000043
1101154,中建一局西安分公司,2,4,中国建筑一局（集团）有限公司,000101000043
1000935,INT,1,NULL,中国建筑一局（集团）有限公司,000101000043
1018009,塞尔维亚-塞尔维亚多瑙走廊项目LOT1及LOT2桥梁施工工程一标段,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008273,中建电商劳务,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004949,阿拉伯联合酋长国-阿联酋迪拜歌剧院区B4地块公寓楼项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
824355,通州区运河核心区3号地杨坨四街道路项目,NULL,NULL,中国建筑一局（集团）有限公司,000101000043
972,中建一局集团2016年华北区域各项目,0,11,中国建筑一局（集团）有限公司,000101000043
817278,衢州市衢化棚户区安置房改造一期（东区块）-劳务,NULL,NULL,中国建筑一局（集团）有限公司,000101000043
1009554,俄罗斯联邦-圣彼得堡涅瓦中心项目（人民币）,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008342,俄罗斯联邦-中华人民共和国驻俄罗斯联邦大使馆改造工程项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004779,玻利维亚-施工项目测试-20211213,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004462,赤道几内亚-赤道几内亚欧亚拉总统府1200套办公住宅项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
997383,德国-驻慕尼黑总领馆馆舍新建工程-国际工程公司,0,NULL,中国建筑一局（集团）有限公司,000101000043
993217,几内亚-新增时报,0,NULL,中国建筑一局（集团）有限公司,000101000043
2941,中建一局集团2016年华东区域各项目,1,NULL,中国建筑一局（集团）有限公司,000101000043
1012429,塞尔维亚-塞尔维亚ECOFUTURE太阳能光伏发电,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008338,俄罗斯联邦-中共六大会址修复工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008335,加纳-加纳阿克拉16层高端公寓项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1007643,塞尔维亚-塞尔维亚贝尔麦克园区9#新建、2#楼扩建及周边配套设施工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1005951,柬埔寨-iikikioo,0,NULL,中国建筑一局（集团）有限公司,000101000043
997452,俄罗斯联邦-海参崴艺术文化综合体,0,NULL,中国建筑一局（集团）有限公司,000101000043
20255,中建一局集团2016年华南区域（深圳）各项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
16878,中建一局集团2016年华南区域（广州、深圳）各项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1062624,1219项目,0,4,中国建筑一局（集团）有限公司,000101000043
1011303,塞尔维亚-塞尔维亚ECOFUTURE太阳能光伏发电项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
24570,甘肃经理部,0,NULL,中国建筑一局（集团）有限公司,000101000043
1007505,中国香港-深圳援港医院三标段,0,NULL,中国建筑一局（集团）有限公司,000101000043
1006418,利比亚-施工项目-2022-02,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004178,科特迪瓦-环球贸易中心项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
995258,俄罗斯联邦-俄罗斯图拉州哈弗发动机车间,0,NULL,中国建筑一局（集团）有限公司,000101000043
1019368,印度尼西亚-巴厘岛中国城项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1007598,塞尔维亚-塞尔维亚诺维萨德维多夫丹定居点健康中心项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1006413,坦桑尼亚-施工项目-20220210,0,NULL,中国建筑一局（集团）有限公司,000101000043
1005856,海地-项目测试20220107,0,NULL,中国建筑一局（集团）有限公司,000101000043
1005604,马尔维纳斯群岛-东北黑土扩建项目信息-20211108,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004950,印度尼西亚-印尼地标塔项目二标段,0,NULL,中国建筑一局（集团）有限公司,000101000043
996950,菲律宾-菲律宾吕宋岛中部高速公路连接线项目一期五标萨拉戈萨立交桥段土建工程项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1014888,塞尔维亚-塞尔维亚海天集团厂房项目测量地勘工程,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008341,俄罗斯联邦-海参崴酒店项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008339,俄罗斯联邦-新华社项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1008336,加纳-加纳阿克拉梅里·希尔斯学院项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
1004808,塞尔维亚-塞尔维亚贝尔格莱德太和广场项目,0,NULL,中国建筑一局（集团）有限公司,000101000043
16656,2015中建一局华南区域（广东）临电电缆联合集采项目,1,NULL,中国建筑一局（集团）有限公司,000101000043
824050,通州区台湖镇2018-60号地块项目,NULL,NULL,中国建筑一局（集团）有限公司,000101000043
1045533,六安市方舱医院项目工程（暂定）,0,5,一公司安徽分公司,00010100004300080184
1014438,承寓清鸿里项目工程总承包,0,NULL,一公司安徽分公司,00010100004300080184
107571,亳州市谯城区万达广场建设项目,0,5,一公司安徽分公司,00010100004300080184
108269,皖投新悦里项目施工总承包工程,0,5,一公司安徽分公司,00010100004300080184
108420,亳州万达药都大道项目（亳州万达A3地块）,0,5,一公司安徽分公司,00010100004300080184
81892,淮南市中南漫悦湾项目,0,5,一公司安徽分公司,00010100004300080184
825004,寿县淮河行蓄洪区2019-2021年居民迁建双桥镇双桥安置点工程,0,NULL,一公司安徽分公司,00010100004300080184
821408,巢湖市栖凤山庄（黛岚苑）安置点工程施工,0,NULL,一公司安徽分公司,00010100004300080184
815400,滁州万达广场项目-劳务,NULL,NULL,一公司安徽分公司,00010100004300080184
96956,亳州九铭云府-御园项目,0,4,一公司安徽分公司,00010100004300080184
1065819,合肥高新中国电科四十三所圣达科技电子封装材料生产基地项目（一期）,0,5,一公司安徽分公司,00010100004300080184
1061303,合肥高新区合肥建投NQ2-2 地块租赁房EPC 项目-1,0,5,一公司安徽分公司,00010100004300080184
1002742,长丰县水湖镇阮巷安置小区一期工程,0,5,一公司安徽分公司,00010100004300080184
993158,阜阳保利颍州堂悦项目二期住宅土建及水电安装总承包工程,0,4,一公司安徽分公司,00010100004300080184
94294,家电智能控制产品建设项目,0,4,一公司安徽分公司,00010100004300080184
83865,蚌埠淮上万达广场项目,0,2,一公司安徽分公司,00010100004300080184
105351,蚌埠市淮上区万达广场大商业项目,0,5,一公司安徽分公司,00010100004300080184
99420,合肥保利滨湖BH2019项目03地块二标段土建及水电安装工程施工总承包工程,0,4,一公司安徽分公司,00010100004300080184
89995,亳州谯城万达广场项目工程（大商业、A2）,0,5,一公司安徽分公司,00010100004300080184
81579,上饶中航城三期项目一标段,0,4,一公司安徽分公司,00010100004300080184
78848,滁州万达广场,0,4,一公司安徽分公司,00010100004300080184
823686,撮镇镇瑶河家园安置小区项目二期,0,NULL,一公司安徽分公司,00010100004300080184
822172,合肥苏宁广场-劳务,0,NULL,一公司安徽分公司,00010100004300080184
7693,盐城万达广场项目,0,NULL,一公司安徽分公司,00010100004300080184
1367,合肥京商国际商贸城,0,5,一公司安徽分公司,00010100004300080184
1081569,合肥瑶海区合肥建投体育运动学校新校区一标段项目,0,5,一公司安徽分公司,00010100004300080184
1009086,亳州万达药都大道住宅项目,0,NULL,一公司安徽分公司,00010100004300080184
100951,合肥市第八人民医院门急诊综合楼,0,5,一公司安徽分公司,00010100004300080184
109641,阜阳合肥现代产业园区装备制造产业园,0,5,一公司安徽分公司,00010100004300080184
827510,龙王唐岗复建点施工2标段项目,0,NULL,一公司安徽分公司,00010100004300080184
16835,宿州万达广场项目,0,NULL,一公司安徽分公司,00010100004300080184
816183,合肥美丽景湾复建点 A 地块建设项目,0,NULL,一公司安徽分公司,00010100004300080184
1084367,合肥瑶海区合肥建投体育运动学校新校区二标段项目,0,2,一公司安徽分公司,00010100004300080184
1027812,合肥高新区合肥建投NQ2-2 地块租赁房EPC项目,0,2,一公司安徽分公司,00010100004300080184
1025473,合肥北城建投长丰县城市更新项目龙湖苑安置小区工程,1,NULL,一公司安徽分公司,00010100004300080184
1007189,南门小学恒盛皇家花园校区改扩建施工项目,0,NULL,一公司安徽分公司,00010100004300080184
993399,美丽景湾复建点项目A地块施工,0,4,一公司安徽分公司,00010100004300080184
992809,亳州学院五期工程（亳州学院中医药学院）,0,2,一公司安徽分公司,00010100004300080184
109611,小钱郢复建点部分主体与室外附属工程,0,4,一公司安徽分公司,00010100004300080184
91526,合肥工业大学工程管理与智能制造研究中心,0,4,一公司安徽分公司,00010100004300080184
1075966,合肥百大肥西农产品物流园重要商品流通基础设施项目一期工程,0,5,一公司安徽分公司,00010100004300080184
1061380,淮北市城乡地表水厂净水工程及配套供水管网建设项目,0,5,一公司安徽分公司,00010100004300080184
1013562,合肥经开城建承寓清鸿里住宅项目,0,2,一公司安徽分公司,00010100004300080184
995768,巢湖市中庙龙周安置点工程,0,NULL,一公司安徽分公司,00010100004300080184
109707,龙王唐岗复建点施工二标段,0,4,一公司安徽分公司,00010100004300080184
104846,滁州南谯苏宁广场项目北地块施工总承包工程,0,4,一公司安徽分公司,00010100004300080184
1006928,南门小学恒盛皇家花园校区改扩建施工,0,4,一公司安徽分公司,00010100004300080184
994178,合肥运河新城西城桂花苑工程总承包EPC,0,2,一公司安徽分公司,00010100004300080184
92574,合肥新桥国际机场新建二期货运站工程,0,NULL,一公司安徽分公司,00010100004300080184
78902,宿州市埇桥区三馆一院一中心及应用技术学校PPP项目,0,NULL,一公司安徽分公司,00010100004300080184
828735,阜阳合肥现代产业园区装备制造产业园工程,0,NULL,一公司安徽分公司,00010100004300080184
1004105,清华苑（黄麓）安置小区项目,0,NULL,一公司安徽分公司,00010100004300080184
